Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,random forest,oversampling,no selection,no cost sensitive,0.0451128,0.0066163,0.9933837,0.9548872,0.1463415,0.0451128,0.9016928,0.0580789
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,random forest,oversampling,no selection,no cost sensitive,0.0493827,0.0048671,0.9951329,0.9506173,0.1333333,0.0493827,0.7282622,0.0645193
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,random forest,oversampling,no selection,no cost sensitive,0.1566265,0.0079615,0.9920385,0.8433735,0.2321429,0.1566265,0.9732669,0.1770140
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,random forest,oversampling,no selection,no cost sensitive,0.1594203,0.0035049,0.9964951,0.8405797,0.5365854,0.1594203,0.9769389,0.2371346
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,random forest,oversampling,no selection,no cost sensitive,0.1818182,0.0037811,0.9962189,0.8181818,0.0869565,0.1818182,0.7145137,0.1152811
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,random forest,oversampling,no selection,no cost sensitive,0.2413793,0.0014414,0.9985586,0.7586207,0.4666667,0.2413793,0.9093352,0.3157568
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,random forest,oversampling,no selection,no cost sensitive,0.0000000,0.0014425,0.9985575,1.0000000,0.0000000,0.0000000,0.6264548,-0.0023136
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,random forest,oversampling,no selection,no cost sensitive,0.0444444,0.0047076,0.9952924,0.9555556,0.1333333,0.0444444,0.9270073,0.0591236
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,random forest,oversampling,no selection,no cost sensitive,0.1789474,0.0034433,0.9965567,0.8210526,0.4722222,0.1789474,0.6998436,0.2525894
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.8463296,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,naive bayes,oversampling,no selection,no cost sensitive,1.0000000,0.1301370,0.8698630,0.0000000,0.0193548,1.0000000,0.9149543,0.0331146
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0000000,0.0462121,0.9537879,1.0000000,0.0000000,0.0000000,0.6545455,-0.0057028
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.6666667,0.2290076,0.7709924,0.3333333,0.0163934,0.6666667,0.8224484,0.0211228
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.7636364,0.2116923,0.7883077,0.2363636,0.1962617,0.7636364,0.8517902,0.2351091
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.9523810,0.4525413,0.5474587,0.0476190,0.1396973,0.9523810,0.8493643,0.1356676
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.5515152,0.3604651,0.6395349,0.4484848,0.1338235,0.5515152,0.5449594,0.0795042
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.8465739,0.0000000
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0131579,0.0017301,0.9982699,0.9868421,0.2500000,0.0131579,0.8712059,0.0208888
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0232558,0.0023121,0.9976879,0.9767442,0.3333333,0.0232558,0.8488742,0.0375331
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0210526,0.0017371,0.9982629,0.9789474,0.4000000,0.0210526,0.8283394,0.0349683
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.1118881,0.0255963,0.9744037,0.8881119,0.2666667,0.1118881,0.8506755,0.1175747
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.2784810,0.0569196,0.9430804,0.7215190,0.3013699,0.2784810,0.8468174,0.2295084
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.1680000,0.0260181,0.9739819,0.8320000,0.4772727,0.1680000,0.8558959,0.1967014
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0039063,0.0033994,0.9966006,0.9960938,0.1428571,0.0039063,0.7980148,0.0008675
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0000000,0.0022766,0.9977234,1.0000000,0.0000000,0.0000000,0.7985493,-0.0039146
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.2189781,0.0480874,0.9519126,0.7810219,0.4054054,0.2189781,0.8320629,0.2124187
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0986395,0.0592105,0.9407895,0.9013605,0.2116788,0.0986395,0.7757853,0.0508085
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.1351351,0.0180780,0.9819220,0.8648649,0.1162791,0.1351351,0.8426981,0.1084210
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.4000000,0.0120424,0.9879576,0.6000000,0.5283019,0.4000000,0.9129370,0.4395294
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.2631579,0.2536155,0.7463845,0.7368421,0.0336022,0.2631579,0.6447526,0.0022185
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0854701,0.1030111,0.8969889,0.9145299,0.0298507,0.0854701,0.6836334,-0.0092463
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.1751825,0.0892506,0.9107494,0.8248175,0.0701754,0.1751825,0.6582546,0.0499776
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.2173913,0.0960307,0.9039693,0.7826087,0.0963855,0.2173913,0.6672654,0.0759386
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.3041475,0.1905296,0.8094704,0.6958525,0.0721311,0.3041475,0.6080204,0.0449087
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.1346939,0.0782313,0.9217687,0.8653061,0.0822943,0.1346939,0.6051524,0.0433732
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0843373,0.0242017,0.9757983,0.9156627,0.0555556,0.0843373,0.7501685,0.0479297
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.5250000,0.0526621,0.9473379,0.4750000,0.1337580,0.5250000,0.9132152,0.1935932
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.4962406,0.0468809,0.9531191,0.5037594,0.2101911,0.4962406,0.9178561,0.2701545
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0000000,0.0065519,0.9934481,1.0000000,0.0000000,0.0000000,0.6345984,-0.0090953
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.2409639,0.0198111,0.9801889,0.7590361,0.1574803,0.2409639,0.9437320,0.1753807
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.2536232,0.0197381,0.9802619,0.7463768,0.2464789,0.2536232,0.9607986,0.2306278
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0909091,0.0086424,0.9913576,0.9090909,0.0204082,0.0909091,0.8581857,0.0302023
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.1034483,0.0063063,0.9936937,0.8965517,0.0789474,0.1034483,0.9326313,0.0841521
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0000000,0.0052290,0.9947710,1.0000000,0.0000000,0.0000000,0.8116825,-0.0055642
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.1222222,0.0105015,0.9894985,0.8777778,0.1594203,0.1222222,0.9422677,0.1262046
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,naive bayes,oversampling,no selection,no cost sensitive,0.0105263,0.0045306,0.9954694,0.9894737,0.0384615,0.0105263,0.8505523,0.0093232
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,ibk,oversampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5891174,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,ibk,oversampling,no selection,no cost sensitive,0.6666667,0.0085616,0.9914384,0.3333333,0.1666667,0.6666667,0.9042523,0.2636483
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,ibk,oversampling,no selection,no cost sensitive,0.0000000,0.0007576,0.9992424,1.0000000,0.0000000,0.0000000,0.6859848,-0.0012099
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,ibk,oversampling,no selection,no cost sensitive,0.0000000,0.0095420,0.9904580,1.0000000,0.0000000,0.0000000,0.5113444,-0.0071667
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,ibk,oversampling,no selection,no cost sensitive,0.0181818,0.0006154,0.9993846,0.9818182,0.6666667,0.0181818,0.4441427,0.0321400
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,ibk,oversampling,no selection,no cost sensitive,0.1984127,0.0238824,0.9761176,0.8015873,0.3906250,0.1984127,0.6219224,0.2257971
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,ibk,oversampling,no selection,no cost sensitive,0.3030303,0.0746634,0.9253366,0.6969697,0.2906977,0.3030303,0.5833296,0.2240934
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,ibk,oversampling,no selection,no cost sensitive,0.6666667,0.1176812,0.8823188,0.3333333,0.1976285,0.6666667,0.7878725,0.2571273
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,ibk,oversampling,no selection,no cost sensitive,0.6578947,0.0467128,0.9532872,0.3421053,0.3816794,0.6578947,0.8375106,0.4540786
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,ibk,oversampling,no selection,no cost sensitive,0.3604651,0.0953757,0.9046243,0.6395349,0.1581633,0.3604651,0.6239616,0.1648829
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,ibk,oversampling,no selection,no cost sensitive,0.2210526,0.0619572,0.9380428,0.7789474,0.1640625,0.2210526,0.5822692,0.1366647
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,ibk,oversampling,no selection,no cost sensitive,0.4685315,0.1250727,0.8749273,0.5314685,0.2375887,0.4685315,0.7104309,0.2375918
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,ibk,oversampling,no selection,no cost sensitive,0.4113924,0.0842634,0.9157366,0.5886076,0.3009259,0.4113924,0.6679016,0.2802295
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,ibk,oversampling,no selection,no cost sensitive,0.2960000,0.0848416,0.9151584,0.7040000,0.3303571,0.2960000,0.6133812,0.2210266
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,ibk,oversampling,no selection,no cost sensitive,0.2578125,0.0634561,0.9365439,0.7421875,0.3707865,0.2578125,0.5845122,0.2234617
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,ibk,oversampling,no selection,no cost sensitive,0.9356061,0.0620376,0.9379624,0.0643939,0.6938202,0.9356061,0.9524510,0.7609074
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,ibk,oversampling,no selection,no cost sensitive,0.7007299,0.1885246,0.8114754,0.2992701,0.3575419,0.7007299,0.7485382,0.3637644
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,ibk,oversampling,no selection,no cost sensitive,0.4217687,0.1710526,0.8289474,0.5782313,0.2844037,0.4217687,0.6052743,0.2084834
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,ibk,oversampling,no selection,no cost sensitive,0.5405405,0.1760228,0.8239772,0.4594595,0.0512821,0.5405405,0.6915229,0.0641045
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,ibk,oversampling,no selection,no cost sensitive,0.5000000,0.0279383,0.9720617,0.5000000,0.3763441,0.5000000,0.7590146,0.4073900
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,ibk,oversampling,no selection,no cost sensitive,0.2736842,0.0670194,0.9329806,0.7263158,0.1203704,0.2736842,0.5921693,0.1279261
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,ibk,oversampling,no selection,no cost sensitive,0.3675214,0.1629160,0.8370840,0.6324786,0.0771993,0.3675214,0.5848131,0.0727975
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,ibk,oversampling,no selection,no cost sensitive,0.2481752,0.0524839,0.9475161,0.7518248,0.1538462,0.2481752,0.5696053,0.1511385
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,ibk,oversampling,no selection,no cost sensitive,0.3695652,0.1024328,0.8975672,0.6304348,0.1452991,0.3695652,0.6369482,0.1539335
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,ibk,oversampling,no selection,no cost sensitive,0.4331797,0.1526032,0.8473968,0.5668203,0.1214470,0.4331797,0.6534844,0.1263340
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,ibk,oversampling,no selection,no cost sensitive,0.2163265,0.0665391,0.9334609,0.7836735,0.1448087,0.2163265,0.5648632,0.1213760
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,ibk,oversampling,no selection,no cost sensitive,0.0602410,0.0494204,0.9505796,0.9397590,0.0201613,0.0602410,0.5018916,0.0054727
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,ibk,oversampling,no selection,no cost sensitive,0.1625000,0.0313650,0.9686350,0.8375000,0.0742857,0.1625000,0.6074915,0.0827584
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,ibk,oversampling,no selection,no cost sensitive,0.3308271,0.0149338,0.9850662,0.6691729,0.3577236,0.3308271,0.7193634,0.3279108
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,ibk,oversampling,no selection,no cost sensitive,0.0493827,0.0069262,0.9930738,0.9506173,0.0975610,0.0493827,0.6185238,0.0560977
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,ibk,oversampling,no selection,no cost sensitive,0.2771084,0.0201814,0.9798186,0.7228916,0.1742424,0.2771084,0.5555877,0.1990687
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,ibk,oversampling,no selection,no cost sensitive,0.2246377,0.0071942,0.9928058,0.7753623,0.4428571,0.2246377,0.6997586,0.2861493
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,ibk,oversampling,no selection,no cost sensitive,0.0909091,0.0039611,0.9960389,0.9090909,0.0434783,0.0909091,0.6143238,0.0562998
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,ibk,oversampling,no selection,no cost sensitive,0.1034483,0.0043243,0.9956757,0.8965517,0.1111111,0.1034483,0.5826810,0.1026449
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,ibk,oversampling,no selection,no cost sensitive,0.0303030,0.0046881,0.9953119,0.9696970,0.0370370,0.0303030,0.5520085,0.0281597
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,ibk,oversampling,no selection,no cost sensitive,0.1888889,0.0088720,0.9911280,0.8111111,0.2575758,0.1888889,0.6867041,0.2071924
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,ibk,oversampling,no selection,no cost sensitive,0.2315789,0.0086988,0.9913012,0.7684211,0.3142857,0.2315789,0.6686891,0.2559821
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,random forest,undersampling,no selection,no cost sensitive,0.6666667,0.6109683,0.3890317,0.3333333,0.0027972,0.6666667,0.4907169,0.0004666
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,random forest,undersampling,no selection,no cost sensitive,1.0000000,0.1575342,0.8424658,0.0000000,0.0160428,1.0000000,0.9066781,0.0266705
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,random forest,undersampling,no selection,no cost sensitive,1.0000000,0.2545455,0.7454545,0.0000000,0.0117647,1.0000000,0.8809659,0.0173876
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,random forest,undersampling,no selection,no cost sensitive,0.7777778,0.1762087,0.8237913,0.2222222,0.0246479,0.7777778,0.9142635,0.0371561
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,random forest,undersampling,no selection,no cost sensitive,0.9909091,0.3926154,0.6073846,0.0090909,0.1459170,0.9909091,0.8396168,0.1617248
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,random forest,undersampling,no selection,no cost sensitive,0.7619048,0.2890386,0.7109614,0.2380952,0.1690141,0.7619048,0.7983165,0.1805774
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,random forest,undersampling,no selection,no cost sensitive,0.6181818,0.2729498,0.7270502,0.3818182,0.1861314,0.6181818,0.7916008,0.1689490
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,random forest,undersampling,no selection,no cost sensitive,0.8533333,0.2365217,0.7634783,0.1466667,0.1355932,0.8533333,0.8671729,0.1746553
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,random forest,undersampling,no selection,no cost sensitive,0.8026316,0.1689735,0.8310265,0.1973684,0.1723164,0.8026316,0.9189355,0.2305229
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,random forest,undersampling,no selection,no cost sensitive,0.7441860,0.2710983,0.7289017,0.2558140,0.1200750,0.7441860,0.8130999,0.1363504
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,random forest,undersampling,no selection,no cost sensitive,0.6526316,0.2605675,0.7394325,0.3473684,0.1210938,0.6526316,0.8042849,0.1275417
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,random forest,undersampling,no selection,no cost sensitive,0.6573427,0.2292030,0.7707970,0.3426573,0.1926230,0.6573427,0.8256976,0.2033005
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,random forest,undersampling,no selection,no cost sensitive,0.7341772,0.2667411,0.7332589,0.2658228,0.1952862,0.7341772,0.8248792,0.2070046
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,random forest,undersampling,no selection,no cost sensitive,0.6360000,0.2680995,0.7319005,0.3640000,0.2511848,0.6360000,0.8202862,0.2219362
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,random forest,undersampling,no selection,no cost sensitive,0.6601563,0.2702550,0.7297450,0.3398438,0.2616099,0.6601563,0.7891400,0.2361268
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,random forest,undersampling,no selection,no cost sensitive,0.9886364,0.3175868,0.6824132,0.0113636,0.3186813,0.9886364,0.9124411,0.3544532
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,random forest,undersampling,no selection,no cost sensitive,0.8284672,0.3475410,0.6524590,0.1715328,0.2630359,0.8284672,0.8050905,0.2512822
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,random forest,undersampling,no selection,no cost sensitive,0.7482993,0.3333333,0.6666667,0.2517007,0.2657005,0.7482993,0.7779279,0.2355377
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,random forest,undersampling,no selection,no cost sensitive,0.9189189,0.3625119,0.6374881,0.0810811,0.0427136,0.9189189,0.8107851,0.0502344
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,random forest,undersampling,no selection,no cost sensitive,0.7571429,0.0573218,0.9426782,0.2428571,0.3081395,0.7571429,0.9331991,0.4106919
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,random forest,undersampling,no selection,no cost sensitive,0.5052632,0.1936508,0.8063492,0.4947368,0.0804020,0.5052632,0.7334930,0.0876900
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,random forest,undersampling,no selection,no cost sensitive,0.5128205,0.1331220,0.8668780,0.4871795,0.1250000,0.5128205,0.8009089,0.1522598
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,random forest,undersampling,no selection,no cost sensitive,0.5255474,0.1150716,0.8849284,0.4744526,0.1493776,0.5255474,0.7879524,0.1856761
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,random forest,undersampling,no selection,no cost sensitive,0.7065217,0.2407170,0.7592830,0.2934783,0.1214953,0.7065217,0.7925013,0.1414030
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,random forest,undersampling,no selection,no cost sensitive,0.6866359,0.3195691,0.6804309,0.3133641,0.0947235,0.6866359,0.7458121,0.0924073
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,random forest,undersampling,no selection,no cost sensitive,0.6163265,0.2127976,0.7872024,0.3836735,0.1310764,0.6163265,0.7712099,0.1464920
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,random forest,undersampling,no selection,no cost sensitive,0.4698795,0.2186292,0.7813708,0.5301205,0.0350090,0.4698795,0.7118174,0.0353575
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,random forest,undersampling,no selection,no cost sensitive,0.7375000,0.1587609,0.8412391,0.2625000,0.0671217,0.7375000,0.8732248,0.0978194
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,random forest,undersampling,no selection,no cost sensitive,0.8045113,0.0907372,0.9092628,0.1954887,0.1822828,0.8045113,0.9288827,0.2679477
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,random forest,undersampling,no selection,no cost sensitive,0.0617284,0.0250842,0.9749158,0.9382716,0.0359712,0.0617284,0.8691848,0.0270917
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,random forest,undersampling,no selection,no cost sensitive,0.9518072,0.0905388,0.9094612,0.0481928,0.1390845,0.9518072,0.9651849,0.2221603
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,random forest,undersampling,no selection,no cost sensitive,0.8623188,0.0372625,0.9627375,0.1376812,0.3707165,0.8623188,0.9791331,0.5011992
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,random forest,undersampling,no selection,no cost sensitive,0.3636364,0.0081023,0.9918977,0.6363636,0.0816327,0.3636364,0.7935067,0.1305262
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,random forest,undersampling,no selection,no cost sensitive,0.6551724,0.0111712,0.9888288,0.3448276,0.2345679,0.6551724,0.9235508,0.3404051
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,random forest,undersampling,no selection,no cost sensitive,0.0303030,0.0032456,0.9967544,0.9696970,0.0526316,0.0303030,0.8027844,0.0342872
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,random forest,undersampling,no selection,no cost sensitive,0.8222222,0.0465327,0.9534673,0.1777778,0.2235650,0.8222222,0.9462027,0.3347716
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,random forest,undersampling,no selection,no cost sensitive,0.3052632,0.0244654,0.9755346,0.6947368,0.1768293,0.3052632,0.8455724,0.2069398
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.6666667,0.9263068,0.0736932,0.3333333,0.0018467,0.6666667,0.5624107,-0.0014382
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,naive bayes,undersampling,no selection,no cost sensitive,1.0000000,0.1618151,0.8381849,0.0000000,0.0156250,1.0000000,0.9292237,0.0258547
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.2500000,0.1159091,0.8840909,0.7500000,0.0064935,0.2500000,0.8160038,0.0068090
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.7777778,0.2232824,0.7767176,0.2222222,0.0195531,0.7777778,0.8740811,0.0273448
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.5000000,0.1440000,0.8560000,0.5000000,0.1903114,0.5000000,0.8417510,0.2024384
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.5952381,0.0575628,0.9424372,0.4047619,0.4437870,0.5952381,0.8751592,0.4645268
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.6909091,0.3017136,0.6982864,0.3090909,0.1878089,0.6909091,0.6462946,0.1765745
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.8429217,0.0000000
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.0263158,0.0017301,0.9982699,0.9736842,0.4000000,0.0263158,0.8762900,0.0444292
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.0697674,0.0052023,0.9947977,0.9302326,0.4000000,0.0697674,0.8646491,0.1062399
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.0210526,0.0011581,0.9988419,0.9789474,0.5000000,0.0210526,0.8109987,0.0363438
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.1188811,0.0290867,0.9709133,0.8811189,0.2537313,0.1188811,0.8356399,0.1187174
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.2974684,0.0652902,0.9347098,0.7025316,0.2865854,0.2974684,0.8524049,0.2282268
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.1920000,0.0271493,0.9728507,0.8080000,0.5000000,0.1920000,0.8613518,0.2241183
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.0039063,0.0022663,0.9977337,0.9960938,0.2000000,0.0039063,0.7944040,0.0028233
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.0113636,0.0034149,0.9965851,0.9886364,0.3333333,0.0113636,0.8010835,0.0134813
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.2189781,0.0475410,0.9524590,0.7810219,0.4081633,0.2189781,0.8342926,0.2135097
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.1088435,0.0586623,0.9413377,0.8911565,0.2302158,0.1088435,0.7759811,0.0644272
